dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.1, dropfeature_rate: 0.1, dropedge_rate: 0.1, alpha: 1.0, Loss: 0.7892, TestAcc: 0.7490, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.3, dropedge_rate: 0.3, alpha: 1.0, Loss: 0.9378, TestAcc: 0.7490, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.3, dropedge_rate: 0.4, alpha: 1.0, Loss: 0.9367, TestAcc: 0.7520, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.3, dropedge_rate: 0.5, alpha: 1.0, Loss: 0.9295, TestAcc: 0.7490, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.4, dropedge_rate: 0.1, alpha: 1.0, Loss: 0.9266, TestAcc: 0.7500, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.4, dropedge_rate: 0.2, alpha: 1.0, Loss: 0.9298, TestAcc: 0.7510, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.4, dropedge_rate: 0.3, alpha: 1.0, Loss: 0.9298, TestAcc: 0.7480, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.4, dropedge_rate: 0.4, alpha: 1.0, Loss: 0.9346, TestAcc: 0.7500, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.4, dropedge_rate: 0.5, alpha: 1.0, Loss: 0.9352, TestAcc: 0.7500, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.5, dropedge_rate: 0.1, alpha: 1.0, Loss: 0.9301, TestAcc: 0.7460, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.5, dropedge_rate: 0.2, alpha: 1.0, Loss: 0.9271, TestAcc: 0.7450, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.5, dropedge_rate: 0.3, alpha: 1.0, Loss: 0.9328, TestAcc: 0.7450, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.5, dropedge_rate: 0.4, alpha: 1.0, Loss: 0.9265, TestAcc: 0.7500, Overall
dataset: citeseer, lr: 0.01, epochs: 5000, hidden: 32, tem: 0.3, lam: 0.7, dropnode_rate: 0.5, dropfeature_rate: 0.5, dropedge_rate: 0.5, alpha: 1.0, Loss: 0.9282, TestAcc: 0.7500, Overall
